SynthHD Pro power [dBm],vg2 [V],det power [dBm],amp current [A],amp power [W]
0.1999999999999993,0.85,23.7558284,0.94,5.64
0.1999999999999993,0.825,24.1263884,1.02,6.12
0.1999999999999993,0.7999999999999999,24.6088324,1.1,6.6
0.1999999999999993,0.7749999999999999,24.9575906,1.19,7.14
0.1999999999999993,0.75,25.265427000000003,1.28,7.68
0.1999999999999993,0.725,25.4878034,1.37,8.22
0.1999999999999993,0.7,25.791513000000002,1.46,8.76
0.1999999999999993,0.6749999999999999,26.0048274,1.56,9.36
0.1999999999999993,0.6499999999999999,26.191551,1.66,9.96
0.1999999999999993,0.625,26.3149668,1.77,10.62
0.1999999999999993,0.6,26.4747348,1.87,11.22
0.1999999999999993,0.575,26.584503599999998,1.98,11.88
0.1999999999999993,0.5499999999999999,26.6770858,2.09,12.54
0.1999999999999993,0.5249999999999999,26.7342436,2.2,13.2
0.1999999999999993,0.5,26.8106148,2.31,13.86
0.8000000000000007,1.5,-0.42060439999999844,0.01,0.06
0.8000000000000007,1.475,-7.068874000000001,0.01,0.06
0.8000000000000007,1.45,-6.874559999999995,0.01,0.06
0.8000000000000007,1.425,-6.525932000000001,0.01,0.06
0.8000000000000007,1.4,-6.153548000000001,0.01,0.06
0.8000000000000007,1.375,-5.707477999999998,0.02,0.12
0.8000000000000007,1.35,-5.266434,0.02,0.12
0.8000000000000007,1.325,-4.451295999999999,0.02,0.12
0.8000000000000007,1.3,-3.565660000000001,0.03,0.18
0.8000000000000007,1.275,-2.3605620000000016,0.03,0.18
0.8000000000000007,1.25,-1.0587820000000008,0.05,0.3
0.8000000000000007,1.225,1.3937619999999988,0.06,0.36
0.8000000000000007,1.2,3.8949159999999985,0.09,0.54
0.8000000000000007,1.175,6.537106,0.12,0.72
0.8000000000000007,1.15,8.586152,0.16,0.96
0.8000000000000007,1.125,11.4735142,0.21,1.26
0.8000000000000007,1.1,13.529068200000001,0.27,1.62
0.8000000000000007,1.075,15.2421972,0.32,1.92
0.8000000000000007,1.05,16.4370934,0.38,2.28
0.8000000000000007,1.025,18.007680999999998,0.44,2.64
0.8000000000000007,1.0,19.14778288,0.51,3.06
0.8000000000000007,0.975,20.1689614,0.58,3.48
0.8000000000000007,0.95,20.88692068,0.64,3.84
0.8000000000000007,0.9249999999999999,21.8713256,0.72,4.32
0.8000000000000007,0.8999999999999999,22.5922728,0.79,4.74
0.8000000000000007,0.875,23.208819,0.86,5.16
0.8000000000000007,0.85,23.6426962,0.94,5.64
0.8000000000000007,0.825,24.211249199999997,1.02,6.12
0.8000000000000007,0.7999999999999999,24.6051694,1.1,6.6
0.8000000000000007,0.7749999999999999,24.955348,1.19,7.14
0.8000000000000007,0.75,25.2006748,1.28,7.68
0.8000000000000007,0.725,25.5402834,1.37,8.22
0.8000000000000007,0.7,25.7899758,1.46,8.76
0.8000000000000007,0.6749999999999999,26.004945,1.56,9.36
0.8000000000000007,0.6499999999999999,26.151215,1.66,9.96
0.8000000000000007,0.625,26.345932599999998,1.77,10.62
0.8000000000000007,0.6,26.474149,1.87,11.22
0.8000000000000007,0.575,26.585921,1.98,11.88
0.8000000000000007,0.5499999999999999,26.6561554,2.09,12.54
0.8000000000000007,0.5249999999999999,26.7479896,2.2,13.2
0.8000000000000007,0.5,26.8085102,2.31,13.86
1.3999999999999986,1.5,-0.43680319999999995,0.01,0.06
1.3999999999999986,1.475,-7.128381999999998,0.01,0.06
1.3999999999999986,1.45,-6.8908619999999985,0.01,0.06
1.3999999999999986,1.425,-6.540168000000001,0.01,0.06
1.3999999999999986,1.4,-6.167359999999995,0.01,0.06
1.3999999999999986,1.375,-5.812239999999996,0.02,0.12
1.3999999999999986,1.35,-5.165787999999999,0.02,0.12
1.3999999999999986,1.325,-4.464514000000001,0.02,0.12
1.3999999999999986,1.3,-3.581375999999999,0.03,0.18
1.3999999999999986,1.275,-2.6300680000000014,0.03,0.18
1.3999999999999986,1.25,-0.7261360000000003,0.05,0.3
1.3999999999999986,1.225,1.3729060000000004,0.06,0.36
1.3999999999999986,1.2,3.8599060000000023,0.09,0.54
1.3999999999999986,1.175,5.971302,0.12,0.72
1.3999999999999986,1.15,9.056312000000002,0.16,0.96
1.3999999999999986,1.125,11.4439618,0.21,1.26
1.3999999999999986,1.1,13.4958002,0.27,1.62
1.3999999999999986,1.075,14.8810832,0.32,1.92
1.3999999999999986,1.05,16.7041948,0.38,2.28
1.3999999999999986,1.025,17.9830392,0.44,2.64
1.3999999999999986,1.0,19.12610824,0.51,3.06
1.3999999999999986,0.975,19.94627924,0.57,3.42
1.3999999999999986,0.95,21.04005998,0.64,3.84
1.3999999999999986,0.9249999999999999,21.8522312,0.71,4.26
1.3999999999999986,0.8999999999999999,22.5753904,0.79,4.74
1.3999999999999986,0.875,23.0718232,0.86,5.16
1.3999999999999986,0.85,23.6267102,0.94,5.64
1.3999999999999986,0.825,24.1992766,1.02,6.12
1.3999999999999986,0.7999999999999999,24.5942696,1.1,6.6
1.3999999999999986,0.7749999999999999,24.8744742,1.19,7.14
1.3999999999999986,0.75,25.2523398,1.27,7.62
1.3999999999999986,0.725,25.5328244,1.37,8.22
1.3999999999999986,0.7,25.7838548,1.46,8.76
1.3999999999999986,0.6749999999999999,25.952488600000002,1.56,9.36
1.3999999999999986,0.6499999999999999,26.1814992,1.66,9.96
1.3999999999999986,0.625,26.3386208,1.77,10.62
1.3999999999999986,0.6,26.4686122,1.87,11.22
1.3999999999999986,0.575,26.5537998,1.98,11.88
1.3999999999999986,0.5499999999999999,26.666994600000002,2.09,12.54
1.3999999999999986,0.5249999999999999,26.7394576,2.2,13.2
1.3999999999999986,0.5,26.8001078,2.31,13.86
2.0,1.5,6.348971400000002,0.01,0.06
2.0,1.475,-7.1134699999999995,0.01,0.06
2.0,1.45,-6.8653920000000035,0.01,0.06
2.0,1.425,-6.56504,0.01,0.06
2.0,1.4,-6.268155999999998,0.01,0.06
2.0,1.375,-5.742149999999999,0.02,0.12
2.0,1.35,-5.185589999999998,0.02,0.12
2.0,1.325,-4.487508000000002,0.02,0.12
2.0,1.3,-3.789246000000002,0.03,0.18
2.0,1.275,-2.40381,0.03,0.18
2.0,1.25,-0.7654579999999989,0.05,0.3
2.0,1.225,1.3273720000000004,0.06,0.36
2.0,1.2,3.3003919999999987,0.09,0.54
2.0,1.175,6.450036000000001,0.12,0.72
2.0,1.15,9.009318,0.16,0.96
2.0,1.125,11.3938916,0.21,1.26
2.0,1.1,13.052728400000001,0.26,1.56
2.0,1.075,15.172972,0.32,1.92
2.0,1.05,16.6663636,0.38,2.28
2.0,1.025,17.9480124,0.44,2.64
2.0,1.0,18.86810676,0.5,3.0
2.0,0.975,20.11711436,0.57,3.42
2.0,0.95,21.01516206,0.64,3.84
2.0,0.9249999999999999,21.8271948,0.71,4.26
2.0,0.8999999999999999,22.4084786,0.79,4.74
2.0,0.875,23.1691572,0.86,5.16
2.0,0.85,23.7122678,0.94,5.64
2.0,0.825,24.1814884,1.02,6.12
2.0,0.7999999999999999,24.4991886,1.1,6.6
2.0,0.7749999999999999,24.928682600000002,1.19,7.14
2.0,0.75,25.238754399999998,1.27,7.62
2.0,0.725,25.5201418,1.37,8.22
2.0,0.7,25.717462599999998,1.46,8.76
2.0,0.6749999999999999,25.9815148,1.56,9.36
2.0,0.6499999999999999,26.1672156,1.66,9.96
2.0,0.625,26.3262884,1.77,10.62
2.0,0.6,26.4268766,1.87,11.22
2.0,0.575,26.56213,1.98,11.88
2.0,0.5499999999999999,26.6520168,2.09,12.54
2.0,0.5249999999999999,26.7249962,2.2,13.2
2.0,0.5,26.767904,2.31,13.86
2.599999999999998,1.5,-0.49839000000000055,0.01,0.06
2.599999999999998,1.475,-7.151060000000001,0.01,0.06
2.599999999999998,1.45,-6.902014000000001,0.01,0.06
2.599999999999998,1.425,-6.663138000000004,0.01,0.06
2.599999999999998,1.4,-6.225168000000004,0.01,0.06
2.599999999999998,1.375,-5.775758000000003,0.02,0.12
2.599999999999998,1.35,-5.221249999999998,0.02,0.12
2.599999999999998,1.325,-4.669690000000003,0.02,0.12
2.599999999999998,1.3,-3.644955999999997,0.03,0.18
2.599999999999998,1.275,-2.454066000000001,0.03,0.18
2.599999999999998,1.25,-0.8245380000000004,0.05,0.3
2.599999999999998,1.225,0.8197639999999993,0.06,0.36
2.599999999999998,1.2,3.7330840000000016,0.09,0.54
2.599999999999998,1.175,6.372116,0.12,0.72
2.599999999999998,1.15,8.926701999999999,0.16,0.96
2.599999999999998,1.125,10.8456364,0.21,1.26
2.599999999999998,1.1,13.3818014,0.26,1.56
2.599999999999998,1.075,15.1055592,0.32,1.92
2.599999999999998,1.05,16.607651,0.38,2.28
2.599999999999998,1.025,17.6457666,0.44,2.64
2.599999999999998,1.0,19.04567324,0.5,3.0
2.599999999999998,0.975,20.07580148,0.57,3.42
2.599999999999998,0.95,20.97467826,0.64,3.84
2.599999999999998,0.9249999999999999,21.6282932,0.71,4.26
2.599999999999998,0.8999999999999999,22.5132586,0.78,4.68
2.599999999999998,0.875,23.1353924,0.86,5.16
2.599999999999998,0.85,23.681548199999998,0.94,5.64
2.599999999999998,0.825,24.0600932,1.02,6.12
2.599999999999998,0.7999999999999999,24.5508052,1.1,6.6
2.599999999999998,0.7749999999999999,24.9045098,1.18,7.08
2.599999999999998,0.75,25.215016,1.27,7.62
2.599999999999998,0.725,25.4392626,1.37,8.22
2.599999999999998,0.7,25.7449348,1.46,8.76
2.599999999999998,0.6749999999999999,25.958728999999998,1.56,9.36
2.599999999999998,0.6499999999999999,26.146645399999997,1.66,9.96
2.599999999999998,0.625,26.271152999999998,1.77,10.62
2.599999999999998,0.6,26.4323324,1.87,11.22
2.599999999999998,0.575,26.5411002,1.98,11.88
2.599999999999998,0.5499999999999999,26.6313552,2.09,12.54
2.599999999999998,0.5249999999999999,26.68494,2.2,13.2
2.599999999999998,0.5,26.7574656,2.31,13.86
3.1999999999999993,1.5,-0.5488913999999987,0.01,0.06
3.1999999999999993,1.475,-7.204683999999997,0.01,0.06
3.1999999999999993,1.45,-7.008961999999997,0.01,0.06
3.1999999999999993,1.425,-6.6547880000000035,0.01,0.06
3.1999999999999993,1.4,-6.278032000000003,0.01,0.06
3.1999999999999993,1.375,-5.829410000000003,0.02,0.12
3.1999999999999993,1.35,-5.391012,0.02,0.12
3.1999999999999993,1.325,-4.580416000000003,0.02,0.12
3.1999999999999993,1.3,-3.709253999999998,0.03,0.18
3.1999999999999993,1.275,-2.5272760000000005,0.03,0.18
3.1999999999999993,1.25,-1.251972000000002,0.05,0.3
3.1999999999999993,1.225,1.1595859999999973,0.06,0.36
3.1999999999999993,1.2,3.628481999999998,0.09,0.54
3.1999999999999993,1.175,6.265499999999999,0.12,0.72
3.1999999999999993,1.15,8.314746,0.16,0.96
3.1999999999999993,1.125,11.2219328,0.21,1.26
3.1999999999999993,1.1,13.295828,0.26,1.56
3.1999999999999993,1.075,15.0295,0.32,1.92
3.1999999999999993,1.05,16.2404422,0.37,2.22
3.1999999999999993,1.025,17.8293654,0.43,2.58
3.1999999999999993,1.0,18.98459168,0.5,3.0
3.1999999999999993,0.975,20.01928,0.57,3.42
3.1999999999999993,0.95,20.74590806,0.63,3.78
3.1999999999999993,0.9249999999999999,21.7385494,0.71,4.26
3.1999999999999993,0.8999999999999999,22.4698526,0.78,4.68
3.1999999999999993,0.875,23.093471,0.85,5.1
3.1999999999999993,0.85,23.5341396,0.93,5.58
3.1999999999999993,0.825,24.113950600000003,1.01,6.06
3.1999999999999993,0.7999999999999999,24.5153818,1.09,6.54
3.1999999999999993,0.7749999999999999,24.874133,1.18,7.08
3.1999999999999993,0.75,25.1228834,1.27,7.62
3.1999999999999993,0.725,25.464841,1.36,8.16
3.1999999999999993,0.7,25.7147984,1.46,8.76
3.1999999999999993,0.6749999999999999,25.9298636,1.56,9.36
3.1999999999999993,0.6499999999999999,26.076506199999997,1.66,9.96
3.1999999999999993,0.625,26.272267,1.77,10.62
3.1999999999999993,0.6,26.4000316,1.87,11.22
3.1999999999999993,0.575,26.5099194,1.98,11.88
3.1999999999999993,0.5499999999999999,26.577931,2.09,12.54
3.1999999999999993,0.5249999999999999,26.665500599999998,2.2,13.2
3.1999999999999993,0.5,26.7212712,2.31,13.86
3.799999999999997,1.5,-0.6700230000000005,0.01,0.06
3.799999999999997,1.475,-7.378530000000001,0.01,0.06
3.799999999999997,1.45,-7.085949999999997,0.01,0.06
3.799999999999997,1.425,-6.784597999999999,0.01,0.06
3.799999999999997,1.4,-6.4084619999999966,0.01,0.06
3.799999999999997,1.375,-6.052061999999999,0.02,0.12
3.799999999999997,1.35,-5.406926000000002,0.02,0.12
3.799999999999997,1.325,-4.717665999999998,0.02,0.12
3.799999999999997,1.3,-3.8558999999999983,0.03,0.18
3.799999999999997,1.275,-2.9403000000000006,0.03,0.18
3.799999999999997,1.25,-1.1088959999999979,0.04,0.24
3.799999999999997,1.225,0.9251579999999997,0.06,0.36
3.799999999999997,1.2,3.3812239999999996,0.09,0.54
3.799999999999997,1.175,5.478677999999999,0.12,0.72
3.799999999999997,1.15,8.576932000000001,0.16,0.96
3.799999999999997,1.125,10.986819,0.2,1.2
3.799999999999997,1.1,13.0819338,0.26,1.56
3.799999999999997,1.075,14.500079,0.31,1.86
3.799999999999997,1.05,16.3627452,0.37,2.22
3.799999999999997,1.025,17.6729822,0.43,2.58
3.799999999999997,1.0,18.84311872,0.49,2.94
3.799999999999997,0.975,19.680576726,0.56,3.36
3.799999999999997,0.95,20.796801072,0.63,3.78
3.799999999999997,0.9249999999999999,21.62340048,0.7,4.2
3.799999999999997,0.8999999999999999,22.3602132,0.77,4.62
3.799999999999997,0.875,22.8684554,0.85,5.1
3.799999999999997,0.85,23.5446172,0.92,5.52
3.799999999999997,0.825,24.0264808,1.01,6.06
3.799999999999997,0.7999999999999999,24.435325,1.09,6.54
3.799999999999997,0.7749999999999999,24.7238922,1.17,7.02
3.799999999999997,0.75,25.1096164,1.26,7.56
3.799999999999997,0.725,25.3918036,1.36,8.16
3.799999999999997,0.7,25.64379,1.46,8.76
3.799999999999997,0.6749999999999999,25.8144296,1.55,9.3
3.799999999999997,0.6499999999999999,26.0434838,1.66,9.96
3.799999999999997,0.625,26.201298,1.76,10.56
3.799999999999997,0.6,26.330233800000002,1.87,11.22
3.799999999999997,0.575,26.4134484,1.98,11.88
3.799999999999997,0.5499999999999999,26.5217472,2.09,12.54
3.799999999999997,0.5249999999999999,26.589591,2.2,13.2
3.799999999999997,0.5,26.644475,2.31,13.86
4.399999999999999,1.5,5.978840600000002,0.01,0.06
4.399999999999999,1.475,-7.559744000000002,0.01,0.06
4.399999999999999,1.45,-7.308242,0.01,0.06
4.399999999999999,1.425,-7.005800000000001,0.01,0.06
4.399999999999999,1.4,-6.705450000000003,0.01,0.06
4.399999999999999,1.375,-6.176311999999996,0.02,0.12
4.399999999999999,1.35,-5.622347999999999,0.02,0.12
4.399999999999999,1.325,-4.938526000000003,0.02,0.12
4.399999999999999,1.3,-4.268004000000001,0.03,0.18
4.399999999999999,1.275,-2.958995999999999,0.03,0.18
4.399999999999999,1.25,-1.4172119999999993,0.04,0.24
4.399999999999999,1.225,0.5678100000000015,0.06,0.36
4.399999999999999,1.2,2.4832160000000023,0.08,0.48
4.399999999999999,1.175,5.602051999999997,0.11,0.66
4.399999999999999,1.15,8.176210000000001,0.15,0.9
4.399999999999999,1.125,10.615545399999998,0.2,1.2
4.399999999999999,1.1,12.3356002,0.25,1.5
4.399999999999999,1.075,14.5384368,0.3,1.8
4.399999999999999,1.05,16.0920308,0.36,2.16
4.399999999999999,1.025,17.4221936,0.42,2.52
4.399999999999999,1.0,18.3762768,0.48,2.88
4.399999999999999,0.975,19.67043328,0.55,3.3
4.399999999999999,0.95,20.59614694,0.62,3.72
4.399999999999999,0.9249999999999999,21.43582182,0.69,4.14
4.399999999999999,0.8999999999999999,22.0386426,0.76,4.56
4.399999999999999,0.875,22.8279798,0.83,4.98
4.399999999999999,0.85,23.395912,0.91,5.46
4.399999999999999,0.825,23.8872522,0.99,5.94
4.399999999999999,0.7999999999999999,24.2220952,1.08,6.48
4.399999999999999,0.7749999999999999,24.6725836,1.17,7.02
4.399999999999999,0.75,24.992323,1.26,7.56
4.399999999999999,0.725,25.2816564,1.35,8.1
4.399999999999999,0.7,25.4822606,1.45,8.7
4.399999999999999,0.6749999999999999,25.7068154,1.55,9.3
4.399999999999999,0.6499999999999999,25.9356356,1.65,9.9
4.399999999999999,0.625,26.093857,1.76,10.56
4.399999999999999,0.6,26.1935534,1.87,11.22
4.399999999999999,0.575,26.3238468,1.98,11.88
4.399999999999999,0.5499999999999999,26.4102566,2.09,12.54
4.399999999999999,0.5249999999999999,26.477015,2.2,13.2
4.399999999999999,0.5,26.514888,2.31,13.86
5.0,1.5,-1.7019534000000007,0.01,0.06
5.0,1.475,-8.510390000000001,0.01,0.06
5.0,1.45,-8.266428000000001,0.01,0.06
5.0,1.425,-8.027476,0.01,0.06
5.0,1.4,-7.577747999999996,0.02,0.12
5.0,1.375,-7.119886000000001,0.02,0.12
5.0,1.35,-6.562016,0.02,0.12
5.0,1.325,-6.024885999999999,0.02,0.12
5.0,1.3,-5.0698180000000015,0.03,0.18
5.0,1.275,-4.016780000000001,0.03,0.18
5.0,1.25,-2.6177460000000004,0.04,0.24
5.0,1.225,-1.1751040000000046,0.05,0.3
5.0,1.2,1.5188179999999996,0.07,0.42
5.0,1.175,4.117000000000001,0.1,0.6
5.0,1.15,6.716913999999999,0.13,0.78
5.0,1.125,8.748122,0.17,1.02
5.0,1.1,11.518964400000002,0.22,1.32
5.0,1.075,13.433408799999999,0.27,1.62
5.0,1.05,15.0848844,0.33,1.98
5.0,1.025,16.2212844,0.38,2.28
5.0,1.0,17.7540304,0.44,2.64
5.0,0.975,18.87746292,0.51,3.06
5.0,0.95,19.86114816,0.58,3.48
5.0,0.9249999999999999,20.578235932,0.65,3.9
5.0,0.8999999999999999,21.39956152,0.72,4.32
5.0,0.875,22.2414474,0.8,4.8
5.0,0.85,22.8489844,0.88,5.28
5.0,0.825,23.2745162,0.96,5.76
5.0,0.7999999999999999,23.827251,1.05,6.3
5.0,0.7749999999999999,24.225887999999998,1.14,6.84
5.0,0.75,24.5725466,1.23,7.38
5.0,0.725,24.817483,1.33,7.98
5.0,0.7,25.1447576,1.43,8.58
5.0,0.6749999999999999,25.3699568,1.54,9.24
5.0,0.6499999999999999,25.563289400000002,1.64,9.84
5.0,0.625,25.689048200000002,1.76,10.56
5.0,0.6,25.8528872,1.87,11.22
5.0,0.575,25.9593326,1.98,11.88
5.0,0.5499999999999999,26.0450256,2.09,12.54
5.0,0.5249999999999999,26.092868199999998,2.2,13.2
5.0,0.5,26.152175800000002,2.32,13.92
